sample_id,relative_path,kind,profile,label,speaker_id,source_recording_id,split,license,source,subset
utau-転少女（コロスケ）-単独音-い,../../../../data/raw/reference/utau-samples/転少女（コロスケ）/単独音/い.wav,human,sustained-vowel,い,転少女（コロスケ）,utau-転少女（コロスケ）-単独音-い,calibration,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/転少女（コロスケ）/単独音/oto.ini,単独音
utau-転少女（コロスケ）-単独音-う,../../../../data/raw/reference/utau-samples/転少女（コロスケ）/単独音/う.wav,human,sustained-vowel,う,転少女（コロスケ）,utau-転少女（コロスケ）-単独音-う,calibration,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/転少女（コロスケ）/単独音/oto.ini,単独音
utau-転少女（コロスケ）-単独音-え,../../../../data/raw/reference/utau-samples/転少女（コロスケ）/単独音/え.wav,human,sustained-vowel,え,転少女（コロスケ）,utau-転少女（コロスケ）-単独音-え,calibration,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/転少女（コロスケ）/単独音/oto.ini,単独音
utau-転少女（コロスケ）-単独音-お,../../../../data/raw/reference/utau-samples/転少女（コロスケ）/単独音/お.wav,human,sustained-vowel,お,転少女（コロスケ）,utau-転少女（コロスケ）-単独音-お,calibration,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/転少女（コロスケ）/単独音/oto.ini,単独音
utau-転少女（コロスケ）-単独音-し,../../../../data/raw/reference/utau-samples/転少女（コロスケ）/単独音/し.wav,human,fricative-noise,し,転少女（コロスケ）,utau-転少女（コロスケ）-単独音-し,calibration,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/転少女（コロスケ）/単独音/oto.ini,単独音
utau-転少女（コロスケ）-単独音-す,../../../../data/raw/reference/utau-samples/転少女（コロスケ）/単独音/す.wav,human,fricative-noise,す,転少女（コロスケ）,utau-転少女（コロスケ）-単独音-す,calibration,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/転少女（コロスケ）/単独音/oto.ini,単独音
utau-金田朋子-単独音-あ,../../../../data/raw/reference/utau-samples/金田朋子/単独音/あ.wav,human,sustained-vowel,あ,金田朋子,utau-金田朋子-単独音-あ,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/金田朋子/単独音/oto.ini,単独音
utau-金田朋子-単独音-い,../../../../data/raw/reference/utau-samples/金田朋子/単独音/い.wav,human,sustained-vowel,い,金田朋子,utau-金田朋子-単独音-い,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/金田朋子/単独音/oto.ini,単独音
utau-金田朋子-単独音-う,../../../../data/raw/reference/utau-samples/金田朋子/単独音/う.wav,human,sustained-vowel,う,金田朋子,utau-金田朋子-単独音-う,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/金田朋子/単独音/oto.ini,単独音
utau-金田朋子-単独音-え,../../../../data/raw/reference/utau-samples/金田朋子/単独音/え.wav,human,sustained-vowel,え,金田朋子,utau-金田朋子-単独音-え,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/金田朋子/単独音/oto.ini,単独音
utau-金田朋子-単独音-お,../../../../data/raw/reference/utau-samples/金田朋子/単独音/お.wav,human,sustained-vowel,お,金田朋子,utau-金田朋子-単独音-お,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/金田朋子/単独音/oto.ini,単独音
utau-金田朋子-単独音-し,../../../../data/raw/reference/utau-samples/金田朋子/単独音/し.wav,human,fricative-noise,し,金田朋子,utau-金田朋子-単独音-し,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/金田朋子/単独音/oto.ini,単独音
utau-金田朋子-単独音-す,../../../../data/raw/reference/utau-samples/金田朋子/単独音/す.wav,human,fricative-noise,す,金田朋子,utau-金田朋子-単独音-す,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/金田朋子/単独音/oto.ini,単独音
utau-金田朋子-単独音-Dark-あ,../../../../data/raw/reference/utau-samples/金田朋子/単独音-Dark/あ.wav,human,sustained-vowel,あ,金田朋子,utau-金田朋子-単独音-Dark-あ,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/金田朋子/単独音-Dark/oto.ini,単独音-Dark
utau-金田朋子-単独音-Dark-い,../../../../data/raw/reference/utau-samples/金田朋子/単独音-Dark/い.wav,human,sustained-vowel,い,金田朋子,utau-金田朋子-単独音-Dark-い,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/金田朋子/単独音-Dark/oto.ini,単独音-Dark
utau-金田朋子-単独音-Dark-う,../../../../data/raw/reference/utau-samples/金田朋子/単独音-Dark/う.wav,human,sustained-vowel,う,金田朋子,utau-金田朋子-単独音-Dark-う,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/金田朋子/単独音-Dark/oto.ini,単独音-Dark
utau-金田朋子-単独音-Dark-え,../../../../data/raw/reference/utau-samples/金田朋子/単独音-Dark/え.wav,human,sustained-vowel,え,金田朋子,utau-金田朋子-単独音-Dark-え,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/金田朋子/単独音-Dark/oto.ini,単独音-Dark
utau-金田朋子-単独音-Dark-お,../../../../data/raw/reference/utau-samples/金田朋子/単独音-Dark/お.wav,human,sustained-vowel,お,金田朋子,utau-金田朋子-単独音-Dark-お,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/金田朋子/単独音-Dark/oto.ini,単独音-Dark
utau-金田朋子-単独音-Dark-し,../../../../data/raw/reference/utau-samples/金田朋子/単独音-Dark/し.wav,human,fricative-noise,し,金田朋子,utau-金田朋子-単独音-Dark-し,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/金田朋子/単独音-Dark/oto.ini,単独音-Dark
utau-金田朋子-単独音-Dark-す,../../../../data/raw/reference/utau-samples/金田朋子/単独音-Dark/す.wav,human,fricative-noise,す,金田朋子,utau-金田朋子-単独音-Dark-す,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/金田朋子/単独音-Dark/oto.ini,単独音-Dark
utau-門脇舞以-単独音_PLANE-あ,../../../../data/raw/reference/utau-samples/門脇舞以/単独音_PLANE/あ.wav,human,sustained-vowel,あ,門脇舞以,utau-門脇舞以-単独音_PLANE-あ,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/門脇舞以/単独音_PLANE/oto.ini,単独音_PLANE
utau-門脇舞以-単独音_PLANE-い,../../../../data/raw/reference/utau-samples/門脇舞以/単独音_PLANE/い.wav,human,sustained-vowel,い,門脇舞以,utau-門脇舞以-単独音_PLANE-い,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/門脇舞以/単独音_PLANE/oto.ini,単独音_PLANE
utau-門脇舞以-単独音_PLANE-う,../../../../data/raw/reference/utau-samples/門脇舞以/単独音_PLANE/う.wav,human,sustained-vowel,う,門脇舞以,utau-門脇舞以-単独音_PLANE-う,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/門脇舞以/単独音_PLANE/oto.ini,単独音_PLANE
utau-門脇舞以-単独音_PLANE-え,../../../../data/raw/reference/utau-samples/門脇舞以/単独音_PLANE/え.wav,human,sustained-vowel,え,門脇舞以,utau-門脇舞以-単独音_PLANE-え,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/門脇舞以/単独音_PLANE/oto.ini,単独音_PLANE
utau-門脇舞以-単独音_PLANE-お,../../../../data/raw/reference/utau-samples/門脇舞以/単独音_PLANE/お.wav,human,sustained-vowel,お,門脇舞以,utau-門脇舞以-単独音_PLANE-お,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/門脇舞以/単独音_PLANE/oto.ini,単独音_PLANE
utau-門脇舞以-単独音_PLANE-し,../../../../data/raw/reference/utau-samples/門脇舞以/単独音_PLANE/し.wav,human,fricative-noise,し,門脇舞以,utau-門脇舞以-単独音_PLANE-し,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/門脇舞以/単独音_PLANE/oto.ini,単独音_PLANE
utau-門脇舞以-単独音_PLANE-す,../../../../data/raw/reference/utau-samples/門脇舞以/単独音_PLANE/す.wav,human,fricative-noise,す,門脇舞以,utau-門脇舞以-単独音_PLANE-す,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/門脇舞以/単独音_PLANE/oto.ini,単独音_PLANE
utau-門脇舞以-息-息1,../../../../data/raw/reference/utau-samples/門脇舞以/息/息1.wav,human,fricative-noise,breath,門脇舞以,utau-門脇舞以-息-息1,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/門脇舞以/息/oto.ini,息
utau-門脇舞以-息-息2,../../../../data/raw/reference/utau-samples/門脇舞以/息/息2.wav,human,fricative-noise,breath,門脇舞以,utau-門脇舞以-息-息2,development,local-research-only; verify source readme before export,research/data/raw/reference/utau-samples/門脇舞以/息/oto.ini,息
